 8.04114740E+00  -5.25734398E+00  
 8.69769024E+00   8.02975467E-01  
 4.71372024E-79

 4.65415165E+00  -4.88967199E-01  
 3.04327854E+00   5.11245861E-01  
 9.89648217E-01

 4.65415165E+00  -4.88967199E-01  
 3.04327854E+00   5.11245861E-01  
 9.89648217E-01

 3.34647583E+00  -2.35783109E+00  
 3.61773780E+00   1.18943188E+00  
 1.20031637E-01

 3.34647583E+00  -2.35783109E+00  
 3.61773780E+00   1.18943188E+00  
 1.20031637E-01

 5.17898333E+00   2.03315691E+00  
 3.34265586E+00   3.14228294E-01  
 5.20849228E-01

 4.26670037E+00   1.94060837E+00  
 2.45411383E+00   3.93342957E-01  
 1.90994716E-01

 4.26670037E+00   1.94060837E+00  
 2.45411383E+00   3.93342957E-01  
 1.90994716E-01

 4.26670037E+00   1.94060837E+00  
 2.45411383E+00   3.93342957E-01  
 1.90994716E-01

 3.30644676E+00   1.65884003E+00  
 1.46317235E+00   4.67081034E-01  
 2.00206985E-06

-3.85588291E+00   3.37351762E+00  
 6.31861936E+00   2.75650686E+00  
 2.67824502E-27

-3.85588291E+00   3.37351762E+00  
 6.31861936E+00   2.75650686E+00  
 2.67824502E-27

 4.10927471E+00  -6.66770038E-01  
 2.68833818E+00   6.68742876E-01  
 5.82964917E-01

-8.17329707E-01   4.93710497E-01  
 2.86245974E+00   2.96378504E+00  
 9.00237874E-01

-8.17329707E-01   4.93710497E-01  
 2.86245974E+00   2.96378504E+00  
 9.00237874E-01

 3.23943835E+00  -2.40666317E+00  
 3.62512915E+00   1.22185636E+00  
 1.14059408E-01

 3.23943835E+00  -2.40666317E+00  
 3.62512915E+00   1.22185636E+00  
 1.14059408E-01

 3.23943835E+00  -2.40666317E+00  
 3.62512915E+00   1.22185636E+00  
 1.14059408E-01

 3.23943835E+00  -2.40666317E+00  
 3.62512915E+00   1.22185636E+00  
 1.14059408E-01

 3.23943835E+00  -2.40666317E+00  
 3.62512915E+00   1.22185636E+00  
 1.14059408E-01

 3.23943835E+00  -2.40666317E+00  
 3.62512915E+00   1.22185636E+00  
 1.14059408E-01

-1.82422919E+00  -2.07560573E+00  
 4.90755331E+00   2.46427047E+00  
 1.66185513E-09

-1.82422919E+00  -2.07560573E+00  
 4.90755331E+00   2.46427047E+00  
 1.66185513E-09

-1.82422919E+00  -2.07560573E+00  
 4.90755331E+00   2.46427047E+00  
 1.66185513E-09

-6.41305009E+00  -4.24181636E+00  
 9.91241901E+00   2.58439121E+00  
 5.19081076E-116

 4.60579808E+00  -5.10015750E-01  
 3.01169906E+00   5.25196864E-01  
 9.99239912E-01

 3.67281077E+00  -3.33573241E-01  
 2.13932547E+00   6.73034397E-01  
 1.63204406E-02

 2.15639735E+00   5.86556100E+00  
 4.86807395E+00   1.53866365E+00  
 3.80395750E-09

 2.15639735E+00   5.86556100E+00  
 4.86807395E+00   1.53866365E+00  
 3.80395750E-09

 2.33909318E+00   6.84586461E-01  
 4.63108935E-01   7.49234566E-01  
 2.96485051E-16

 2.33909318E+00   6.84586461E-01  
 4.63108935E-01   7.49234566E-01  
 2.96485051E-16

-2.05577598E+00  -2.70878462E+00  
 5.49585318E+00   2.40085389E+00  
 9.33931861E-16

-2.05577598E+00  -2.70878462E+00  
 5.49585318E+00   2.40085389E+00  
 9.33931861E-16

-1.45855799E+00   1.48545794E+00  
 3.49246229E+00   3.00213947E+00  
 2.59933786E-01

-1.45855799E+00   1.48545794E+00  
 3.49246229E+00   3.00213947E+00  
 2.59933786E-01

-1.45855799E+00   1.48545794E+00  
 3.49246229E+00   3.00213947E+00  
 2.59933786E-01

 2.48083391E+00   3.39331722E+00  
 2.44114083E+00   1.37252891E+00  
 1.76377103E-01

 2.48083391E+00   3.39331722E+00  
 2.44114083E+00   1.37252891E+00  
 1.76377103E-01

 2.19166498E+00   5.15055473E-01  
 5.21446697E-01   1.19440815E+00  
 1.50642669E-15

 8.98506062E+00  -1.07487761E+00  
 7.28671317E+00   2.88743622E-01  
 4.60867868E-45

 4.11506260E+00   2.79501842E+00  
 2.77409101E+00   7.03729185E-01  
 7.53122740E-01

 4.11506260E+00   2.79501842E+00  
 2.77409101E+00   7.03729185E-01  
 7.53122740E-01

 6.58551639E+00  -2.55889793E+00  
 5.80454262E+00   6.60007640E-01  
 1.05350280E-19

 6.13614253E+00   1.32102338E+00  
 4.14858181E+00   7.74589083E-02  
 6.56155910E-04

 4.70097357E+00   7.85143571E-01  
 2.70950577E+00   7.93806171E-02  
 6.25742652E-01

 4.70097357E+00   7.85143571E-01  
 2.70950577E+00   7.93806171E-02  
 6.25742652E-01

 4.70097357E+00   7.85143571E-01  
 2.70950577E+00   7.93806171E-02  
 6.25742652E-01

 1.96683626E+00  -2.35064037E+00  
 3.35080449E+00   1.58069374E+00  
 5.04752178E-01

 4.61708016E+00  -4.05552210E+00  
 5.69275085E+00   1.09311472E+00  
 3.20180308E-18

 4.61708016E+00  -4.05552210E+00  
 5.69275085E+00   1.09311472E+00  
 3.20180308E-18

 5.17555612E+00   3.52199232E+00  
 4.05519443E+00   6.71187704E-01  
 2.05855369E-03

 8.16823878E+00   4.92890831E+00  
 7.31324074E+00   5.67152067E-01  
 1.29760469E-45

 4.60126259E+00  -2.36966108E+00  
 4.25689826E+00   9.13384777E-01  
 1.54297328E-04

 4.60126259E+00  -2.36966108E+00  
 4.25689826E+00   9.13384777E-01  
 1.54297328E-04

 1.85988606E+00  -4.14893289E+00  
 5.15083894E+00   1.59800184E+00  
 6.89240596E-12

 1.85988606E+00  -4.14893289E+00  
 5.15083894E+00   1.59800184E+00  
 6.89240596E-12

 8.10913656E+00   5.13683471E+00  
 7.37800453E+00   5.95228915E-01  
 5.68931553E-47

 8.10913656E+00   5.13683471E+00  
 7.37800453E+00   5.95228915E-01  
 5.68931553E-47

-3.24057838E+00   8.91093482E-01  
 5.24170987E+00   3.12081425E+00  
 7.50431014E-13

 5.32805634E+00  -1.48389029E+00  
 4.15279062E+00   6.41160134E-01  
 6.21780488E-04

