 1.83032269E+00  -1.66481938E+00   1.86291215E+00  
 2.92152622E+00   1.27096038E+00  -1.26874358E+00  
 5.00406453E-22

 1.83032269E+00  -1.66481938E+00   1.86291215E+00  
 2.92152622E+00   1.27096038E+00  -1.26874358E+00  
 5.00406453E-22

 1.83032269E+00  -1.66481938E+00   1.86291215E+00  
 2.92152622E+00   1.27096038E+00  -1.26874358E+00  
 5.00406453E-22

 1.83032269E+00  -1.66481938E+00   1.86291215E+00  
 2.92152622E+00   1.27096038E+00  -1.26874358E+00  
 5.00406453E-22

 1.83032269E+00  -1.66481938E+00   1.86291215E+00  
 2.92152622E+00   1.27096038E+00  -1.26874358E+00  
 5.00406453E-22

 1.83032269E+00  -1.66481938E+00   1.86291215E+00  
 2.92152622E+00   1.27096038E+00  -1.26874358E+00  
 5.00406453E-22

 1.83032269E+00  -1.66481938E+00   1.86291215E+00  
 2.92152622E+00   1.27096038E+00  -1.26874358E+00  
 5.00406453E-22

 1.83032269E+00  -1.66481938E+00   1.86291215E+00  
 2.92152622E+00   1.27096038E+00  -1.26874358E+00  
 5.00406453E-22

 1.83032269E+00  -1.66481938E+00   1.86291215E+00  
 2.92152622E+00   1.27096038E+00  -1.26874358E+00  
 5.00406453E-22

 1.83032269E+00  -1.66481938E+00   1.86291215E+00  
 2.92152622E+00   1.27096038E+00  -1.26874358E+00  
 5.00406453E-22

 1.83032269E+00  -1.66481938E+00   1.86291215E+00  
 2.92152622E+00   1.27096038E+00  -1.26874358E+00  
 5.00406453E-22

 1.83032269E+00  -1.66481938E+00   1.86291215E+00  
 2.92152622E+00   1.27096038E+00  -1.26874358E+00  
 5.00406453E-22

 1.83032269E+00  -1.66481938E+00   1.86291215E+00  
 2.92152622E+00   1.27096038E+00  -1.26874358E+00  
 5.00406453E-22

 1.83032269E+00  -1.66481938E+00   1.86291215E+00  
 2.92152622E+00   1.27096038E+00  -1.26874358E+00  
 5.00406453E-22

 1.83032269E+00  -1.66481938E+00   1.86291215E+00  
 2.92152622E+00   1.27096038E+00  -1.26874358E+00  
 5.00406453E-22

 1.83032269E+00  -1.66481938E+00   1.86291215E+00  
 2.92152622E+00   1.27096038E+00  -1.26874358E+00  
 5.00406453E-22

 1.65999987E+00  -5.15995209E-01   5.27688026E+00  
 4.58536215E+00   3.68899775E-01  -1.16018560E+00  
 3.73981019E-16

 1.65999987E+00  -5.15995209E-01   5.27688026E+00  
 4.58536215E+00   3.68899775E-01  -1.16018560E+00  
 3.73981019E-16

 1.65999987E+00  -5.15995209E-01   5.27688026E+00  
 4.58536215E+00   3.68899775E-01  -1.16018560E+00  
 3.73981019E-16

 1.65999987E+00  -5.15995209E-01   5.27688026E+00  
 4.58536215E+00   3.68899775E-01  -1.16018560E+00  
 3.73981019E-16

 1.65999987E+00  -5.15995209E-01   5.27688026E+00  
 4.58536215E+00   3.68899775E-01  -1.16018560E+00  
 3.73981019E-16

 1.65999987E+00  -5.15995209E-01   5.27688026E+00  
 4.58536215E+00   3.68899775E-01  -1.16018560E+00  
 3.73981019E-16

 1.65999987E+00  -5.15995209E-01   5.27688026E+00  
 4.58536215E+00   3.68899775E-01  -1.16018560E+00  
 3.73981019E-16

 1.60548951E+00   1.61773839E+00   8.95860700E+00  
 8.00547585E+00   1.08261914E-01   7.95411399E-01  
 8.98598191E-23

 7.73493337E-01   1.12839444E+00  -1.25383579E-01  
 1.15510978E+00   2.91423538E+00  -5.15684884E-01  
 3.94990846E-02

