-9.89020492E+00  -7.52440056E+00  -2.17523741E+00  
 1.41895772E+01   1.79647976E+00   6.64139065E-01  
 0.00000000E+00

-3.47774629E+00  -1.82693869E+00  -1.45941789E+00  
 5.83870967E+00   2.00559329E+00   5.63138780E-01  
 0.00000000E+00

 7.61561747E-01  -3.05873483E+00  -3.64501429E-01  
 4.28859481E+00   1.89459468E+00   1.51211683E+00  
 1.12877443E-16

 7.61561747E-01  -3.05873483E+00  -3.64501429E-01  
 4.28859481E+00   1.89459468E+00   1.51211683E+00  
 1.12877443E-16

 7.61561747E-01  -3.05873483E+00  -3.64501429E-01  
 4.28859481E+00   1.89459468E+00   1.51211683E+00  
 1.12877443E-16

 7.61561747E-01  -3.05873483E+00  -3.64501429E-01  
 4.28859481E+00   1.89459468E+00   1.51211683E+00  
 1.12877443E-16

 9.07834361E-01  -2.44034184E+00   7.55505317E-01  
 3.45024987E+00   1.64171866E+00   1.54401306E+00  
 3.32649094E-11

 9.07834361E-01  -2.44034184E+00   7.55505317E-01  
 3.45024987E+00   1.64171866E+00   1.54401306E+00  
 3.32649094E-11

 9.07834361E-01  -2.44034184E+00   7.55505317E-01  
 3.45024987E+00   1.64171866E+00   1.54401306E+00  
 3.32649094E-11

 8.63010111E-01   3.48543650E+00  -3.12588606E+00  
 4.81861978E+00   2.59873923E+00  -1.51573500E+00  
 3.39153410E-10

 8.63010111E-01   3.48543650E+00  -3.12588606E+00  
 4.81861978E+00   2.59873923E+00  -1.51573500E+00  
 3.39153410E-10

 1.01108846E+00   4.47760437E+00  -3.18274763E+00  
 5.43959859E+00   2.44798434E+00   1.56760780E+00  
 4.94054458E-15

 1.01108846E+00   4.47760437E+00  -3.18274763E+00  
 5.43959859E+00   2.44798434E+00   1.56760780E+00  
 4.94054458E-15

 1.01108846E+00   4.47760437E+00  -3.18274763E+00  
 5.43959859E+00   2.44798434E+00   1.56760780E+00  
 4.94054458E-15

 1.01108846E+00   4.47760437E+00  -3.18274763E+00  
 5.43959859E+00   2.44798434E+00   1.56760780E+00  
 4.94054458E-15

 1.01108846E+00   4.47760437E+00  -3.18274763E+00  
 5.43959859E+00   2.44798434E+00   1.56760780E+00  
 4.94054458E-15

 1.01108846E+00   4.47760437E+00  -3.18274763E+00  
 5.43959859E+00   2.44798434E+00   1.56760780E+00  
 4.94054458E-15

 1.01108846E+00   4.47760437E+00  -3.18274763E+00  
 5.43959859E+00   2.44798434E+00   1.56760780E+00  
 4.94054458E-15

 1.01108846E+00   4.47760437E+00  -3.18274763E+00  
 5.43959859E+00   2.44798434E+00   1.56760780E+00  
 4.94054458E-15

 1.01108846E+00   4.47760437E+00  -3.18274763E+00  
 5.43959859E+00   2.44798434E+00   1.56760780E+00  
 4.94054458E-15

 1.01108846E+00   4.47760437E+00  -3.18274763E+00  
 5.43959859E+00   2.44798434E+00   1.56760780E+00  
 4.94054458E-15

 1.01108846E+00   4.47760437E+00  -3.18274763E+00  
 5.43959859E+00   2.44798434E+00   1.56760780E+00  
 4.94054458E-15

 1.01108846E+00   4.47760437E+00  -3.18274763E+00  
 5.43959859E+00   2.44798434E+00   1.56760780E+00  
 4.94054458E-15

 1.01108846E+00   4.47760437E+00  -3.18274763E+00  
 5.43959859E+00   2.44798434E+00   1.56760780E+00  
 4.94054458E-15

 1.01108846E+00   4.47760437E+00  -3.18274763E+00  
 5.43959859E+00   2.44798434E+00   1.56760780E+00  
 4.94054458E-15

 1.01108846E+00   4.47760437E+00  -3.18274763E+00  
 5.43959859E+00   2.44798434E+00   1.56760780E+00  
 4.94054458E-15

 7.44273864E-01   3.20313511E+00   2.60553982E+00  
 2.73805739E+00   9.44214713E-01  -1.45523970E+00  
 6.37137404E-07

 7.44273864E-01   3.20313511E+00   2.60553982E+00  
 2.73805739E+00   9.44214713E-01  -1.45523970E+00  
 6.37137404E-07

